fac_name,type,admin1_abb,admin2_abb,date_closed,date_opened,lat,long,info,ou3_abb,admin1_name,Date_closed
Mediclinic Cape Gate Hospital,Private Hospital,WC,CPT,9999-12-31,2011-04-01,NA,NA,,CPT_North,Western Cape,NA
Life West Coast Private Hospital,Private Hospital,WC,DC1,9999-12-31,1998-01-01,NA,NA,,WC014,Western Cape,NA
Life Vincent Pallotti Hospital,Private Hospital,WC,CPT,9999-12-31,1999-01-01,-33.94364,18.49029,,CPT_West,Western Cape,NA
Life Knysna Private Hospital,Private Hospital,WC,DC4,9999-12-31,1994-01-01,NA,NA,,WC048,Western Cape,NA
Life Kingsbury/Claremont Hospital,Private Hospital,WC,CPT,9999-12-31,2013-04-01,NA,NA,,CPT_South,Western Cape,NA
Life Kingsbury Hospital,Private Hospital,WC,CPT,9999-12-31,2013-04-01,-33.98642,18.46852,,CPT_South,Western Cape,NA
Life Claremont Hospital,Private Hospital,WC,CPT,9999-12-31,1994-01-01,-33.98644,18.46658,,CPT_South,Western Cape,NA
Life Bay View Private Hospital,Private Hospital,WC,DC4,9999-12-31,1994-01-01,NA,NA,FP & BCG data,WC043,Western Cape,NA
Libertas Clinic Hospital,Private Hospital,WC,CPT,9999-12-31,1994-01-01,-33.91211,18.5418,,CPT_Tyger,Western Cape,NA
Jan S Marais Private Hospital,Private Hospital,WC,CPT,9999-12-31,1999-01-01,-33.90251,18.62955,Previously Jan S Marais Hospital,,Western Cape,NA
Drakenstein Hospital,Private Hospital,WC,DC2,9999-12-31,1994-01-01,-33.71883,18.96904,,WC023,Western Cape,NA
Aevitas/Tygerberg Hospital,Private Hospital,WC,CPT,9999-12-31,1994-01-01,-33.94358,18.49029,,CPT_Tyger,Western Cape,NA
Red Cross War Memorial Children's Hospital,Provincial Tertiary Hospital,WC,CPT,9999-12-31,1994-01-01,-33.95319,18.48707,"Previously Red Cross Children's Hospital Tertiary classification - ""Central""",CPT_South,Western Cape,NA
Worcester Hospital,Regional Hospital,WC,DC2,9999-12-31,1994-01-01,-33.64556,19.45806,Previously Eben Donges Hospital.,WC025,Western Cape,NA
Paarl Hospital,Regional Hospital,WC,DC2,9999-12-31,1994-01-01,-33.72639,18.97028,"Tertiary classification - ""General""",WC023,Western Cape,NA
New Somerset Hospital,Regional Hospital,WC,CPT,9999-12-31,1994-04-01,-33.90444,18.41683,,CPT_West,Western Cape,NA
Mowbray Maternity Hospital,Regional Hospital,WC,CPT,9999-12-31,1994-01-01,-33.94822,18.47528,,CPT_South,Western Cape,NA
George Hospital,Regional Hospital,WC,DC4,9999-12-31,1994-01-01,-33.95194,22.45028,,WC044,Western Cape,NA
Regina Centre,Specialised Chronic Hospital,WC,DC2,9999-12-31,1994-01-01,NA,NA,Transferred to Dept of Welfare,WC025,Western Cape,NA
Life Sports Science Orthopaedic Surgical Day Centre,Specialised Orthopaedic Hospital,WC,CPT,9999-12-31,2014-10-01,NA,NA,,CPT_South,Western Cape,NA
Life Orthopaedic Hospital,Specialised Orthopaedic Hospital,WC,CPT,9999-12-31,2014-10-01,NA,NA,,CPT_West,Western Cape,NA
Valkenberg Hospital,Specialised Psychiatric Hospital,WC,CPT,9999-12-31,2003-03-01,-33.93732,18.48024,,CPT_West,Western Cape,NA
Stikland Hospital,Specialised Psychiatric Hospital,WC,CPT,9999-12-31,1994-01-01,-33.89083,18.65498,,CPT_Tyger,Western Cape,NA
Lentegeur Hospital,Specialised Psychiatric Hospital,WC,CPT,9999-12-31,1994-01-01,-34.02487,18.61771,,CPT_Mitch,Western Cape,NA
Alexandra Hospital,Specialised Psychiatric Hospital,WC,CPT,9999-12-31,2000-01-01,-33.93008,18.48448,,CPT_West,Western Cape,NA
Sonstraal TB Hospital,Specialised TB Hospital,WC,DC1,9999-12-31,1994-01-01,-33.71194,18.98694,check co-ords and district/LM,WC015,Western Cape,NA
Malmesbury Infectious Disease Hospital,Specialised TB Hospital,WC,DC1,9999-12-31,1994-01-01,-33.46722,18.7175,Previously Malmesbury ID Hospital,WC015,Western Cape,NA
Harry Comay TB Hospital,Specialised TB Hospital,WC,DC4,9999-12-31,1994-01-01,-33.98028,22.4725,Previously Harry Comay SANTA Hospital,WC044,Western Cape,NA
DP Marais TB Hospital,Specialised TB Hospital,WC,CPT,9999-12-31,1994-01-01,-34.06195,18.46033,Previously DP Marais TB Hospital Previously DP Marais SANTA Hospital,CPT_South,Western Cape,NA
Brooklyn Chest Hospital,Specialised TB Hospital,WC,CPT,9999-12-31,1994-01-01,-33.89994,18.4853,Metro TB Hospital Centre,CPT_West,Western Cape,NA
Brewelskloof TB Hospital,Specialised TB Hospital,WC,DC2,9999-12-31,1994-01-01,-33.62111,19.45694,Previously Brewelskloof TB Hospital,WC025,Western Cape,NA
William Slater Step Down Facility,Step Down Facility,WC,CPT,9999-12-31,1994-01-01,-33.951,18.48413,Not closed. Specialised OPD unit of Groote Schuur Hospital (Adolescent Unit).,CPT_West,Western Cape,NA
Vredendal Old Age Home Convalescent Unit,Step Down Facility,WC,DC1,9999-12-31,2010-08-01,NA,NA,,WC011,Western Cape,NA
Tygerberg Trust Step Down Facility,Step Down Facility,WC,CPT,9999-12-31,2010-10-01,NA,NA,,CPT_Tyger,Western Cape,NA
Themba Care Theewaterskloof Intermediate Care,Step Down Facility,WC,DC3,9999-12-31,2007-10-01,NA,NA,,WC031,Western Cape,NA
Stepping Stones Step Down Facility,Step Down Facility,WC,CPT,9999-12-31,1994-01-01,-34.16657,18.3453,,CPT_South,Western Cape,NA
Stellenbosch Hospice,Step Down Facility,WC,DC2,9999-12-31,1994-01-01,NA,NA,,WC024,Western Cape,NA
St Joseph's Step Down Facility,Step Down Facility,WC,CPT,9999-12-31,1994-01-01,-33.96389,18.57194,,CPT_Tyger,Western Cape,NA
Siyabonga Step Down Facility,Step Down Facility,WC,DC1,9999-12-31,2006-09-01,NA,NA,,WC014,Western Cape,NA
Sederhof/ACVV Clanwilliam Intermediate Care Service,Step Down Facility,WC,DC1,9999-12-31,2013-06-01,NA,NA,,WC012,Western Cape,NA
Sarah Fox Step down Facility,Step Down Facility,WC,CPT,9999-12-31,1994-01-01,-33.96737,18.53405,,CPT_Klip,Western Cape,NA
Overstrand Care Centre Step Down Facility,Step Down Facility,WC,DC3,9999-12-31,2010-10-01,NA,NA,,WC032,Western Cape,NA
New Beginnings Step Down Facility,Step Down Facility,WC,CPT,9999-12-31,2010-01-01,NA,NA,,CPT_Tyger,Western Cape,NA
Nelspoort Palliative Step Down Facility,Step Down Facility,WC,DC5,9999-12-31,2011-10-01,NA,NA,,WC053,Western Cape,NA
Maitland Cottage Step Down Facility,Step Down Facility,WC,CPT,9999-12-31,1994-01-01,-33.97534,18.4556,,CPT_South,Western Cape,NA
Lizo Nobanda Step Down Facility,Step Down Facility,WC,CPT,9999-12-31,2014-04-01,NA,NA,,CPT_Khaye,Western Cape,NA
Living Hope Trust Step Down Facility,Step Down Facility,WC,CPT,9999-12-31,2009-04-01,NA,NA,,CPT_South,Western Cape,NA
Lentegeur Intermediate Care,Step Down Facility,WC,CPT,9999-12-31,2015-04-01,NA,NA,,CPT_Mitch,Western Cape,NA
LAPA Munnik Step Down Facility,Step Down Facility,WC,DC1,9999-12-31,2010-08-01,-33.018,18.99,,WC013,Western Cape,NA
Knysna Sub-acute Step Down Facility,Step Down Facility,WC,DC4,9999-12-31,2010-12-01,-34.04,23.05,,WC048,Western Cape,NA
Knysna Sedgefield Hospice,Step Down Facility,WC,DC4,9999-12-31,1994-01-01,NA,NA,,WC048,Western Cape,NA
Helderberg Step Down Facility,Step Down Facility,WC,CPT,9999-12-31,2009-04-01,NA,NA,,CPT_East,Western Cape,NA
Hampton House Step Down Facility,Step Down Facility,WC,CPT,9999-12-31,1994-01-01,-33.99949,18.46808,,CPT_South,Western Cape,NA
Goue Aar Intermediate Care,Step Down Facility,WC,DC1,9999-12-31,2013-07-01,NA,NA,Goue Aar Intermediate Care Service on Sinjani. Classified as a Intermediate Care. Facility name corrected to Goue Aar Intermediate Care on the August 2014,WC015,Western Cape,NA
Drakenstein Intermediate Care Step Down Facility,Step Down Facility,WC,DC2,9999-12-31,2006-05-01,-33.6426,18.99775,,WC023,Western Cape,NA
Cornerstone Step Down Facility,Step Down Facility,WC,DC5,9999-12-31,2010-07-01,NA,NA,,WC053,Western Cape,NA
Conradie Care Centre Step Down Facility,Step Down Facility,WC,CPT,9999-12-31,2000-01-01,-33.93,18.49,"Tertiary classification - ""Chronic Medical"". Operates from the grounds of Conradie Hospital as a separate facility. Run under contract with PAWC.",CPT_Mitch,Western Cape,NA
Ceres Step Down Facility,Step Down Facility,WC,DC2,9999-12-31,2009-08-01,NA,NA,,WC022,Western Cape,NA
Bram Care Step Down Facility,Step Down Facility,WC,DC2,9999-12-31,2009-03-01,-33.83285,20.0664,Previously Bram Care Centre,WC026,Western Cape,NA
Booth Memorial Step Down Facility,Step Down Facility,WC,CPT,9999-12-31,1994-01-01,-33.93806,18.41444,"Tertiary classification - ""Chronic Medical""",CPT_West,Western Cape,NA
Boland Step Down Facility,Step Down Facility,WC,DC2,9999-12-31,2010-08-01,NA,NA,,WC025,Western Cape,NA
Bethesda CMSR Step Down Facility,Step Down Facility,WC,DC4,9999-12-31,2007-01-01,NA,NA,,WC044,Western Cape,NA
Baphumelele Respite Care Centre Step Down Facility,Step Down Facility,WC,CPT,9999-12-31,2009-04-01,NA,NA,,CPT_Khaye,Western Cape,NA
@ Peace Palliative Step Down Facility,Step Down Facility,WC,DC4,9999-12-31,2010-10-01,NA,NA,,WC043,Western Cape,NA
Helderberg Hospital (Private Ward),Ward,WC,CPT,9999-12-31,2003-04-01,-34.07472,18.86583,Previously Hottentots Holland Hospital (Private Ward). Commencing April 2003. Private ward. No of beds +/- 10 & 2 cots.,CPT_East,Western Cape,NA
