admin1_name,admin2_name,admin3_name,fac_id,fac_name,date_opened,date_closed,coordinates,long,lat,contactperson,address,org_owner,org_rural_urban,type,admin1_abb
Western Cape,Cape Town,CT Mitch Plain SD,EX7QK5zFFMI,Western Cape Rehabilitation Centre,2004-10-01,NA,"[18.62423,-34.02279]",18.62423,-34.0227,NA,"103 Highlands Drive, Lentegeur",Gov Province,Urban,WC Rehabilitation Centre,WC
Western Cape,Cape Town,CT Mitch Plain SD,fXbsiUCtYes,Westgate Pharmacy,1999-01-01,2002-02-28,"[18.60951,-34.03926]",18.60951,-34.0392,NA,"Shop 81, Westgate Mall, Mitchells Plain, Cape Town",Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Mitch Plain SD,TPlOLCxJY1S,Westridge Clinic,1994-01-01,NA,"[18.60342,-34.05158]",18.60342,-34.0515,NA,"Cnr Wesport and Deduin Avenue, Westridge",Gov Municipality,Urban,Clinic,WC
Western Cape,Cape Town,CT Mitch Plain SD,oUXDSR6gRo9,Westridge Oral Health Service,2002-01-01,NA,"[18.60342,-34.05158]",18.60342,-34.0515,NA,NA,Gov Province,Urban,Specialised Clinic,WC
Western Cape,Cape Town,CT Mitch Plain SD,F9382yUW4Fb,YMCA Mitchells Plain Non-Medical Site,2007-01-01,NA,NA,NA,NA,NA,NA,Not-for-profit,Urban,Specialised Centre,WC
Western Cape,Cape Town,CT Mitch Plain SD,AUozZ42gQ9I,Zanempilo Trust Mitchells Plain Home Based Care,2000-01-01,NA,NA,NA,NA,NA,NA,Not-for-profit,Urban,Home Based Care,WC
Western Cape,Cape Town,CT Tygerberg SD,PhQ99LZGldo,Adriaanse Clinic,1994-01-01,NA,"[18.58464,-33.93802]",18.58464,-33.938,NA,NA,Gov Municipality,Urban,Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,Z72XOReMOnO,Aevitas/Tygerberg Hospital,1994-01-01,NA,"[18.49029,-33.94358]",18.49029,-33.9435,NA,NA,Private,Urban,Private Hospital,WC
Western Cape,Cape Town,CT Tygerberg SD,qsVtbtrsn3S,Alnet Occupational Health Centre,2013-04-01,NA,NA,NA,NA,NA,NA,Not-for-profit,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,PrXqbKGQjPs,Alpha (Western Cape) Occupational Health Centre,2013-04-01,2019-10-31,NA,NA,NA,NA,NA,Not-for-profit,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,dlpDR24Twss,Ampath Western Cape Laboratory,2016-01-01,NA,"[18.566322,-33.891633]",18.566322,-33.8916,NA,"5 Fairways Close, Cnr Frans Conradie and Giel Basson Drive, Parow, Cape Town",Private,Urban,Laboratory,WC
Western Cape,Cape Town,CT Tygerberg SD,bC3XCHVGtkl,Barker Footwear Occupational Health Centre,2013-04-01,NA,"[18.555046,-33.935615]",18.555046,-33.9356,NA,NA,Not-for-profit,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,yhtt4APkXvq,Bel-Air Pharmacy,2018-01-01,NA,"[18.6473,-33.95372]",18.6473,-33.9537,NA,"Shop 50, Airport Shopping Mall, Cnr Stellenbosch Road and Belhar Drive, Belhar, Cape Town",Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,jcJ3RvDBuDR,Belhar Medical Centre Pharmacy,2018-01-01,NA,"[18.64779,-33.94904]",18.64779,-33.949,NA,"Beldrive, Belhar Medical Centre, Belhar, Cape Town",Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,sqEeGmPNNbV,Bel-Kem Pharmacy,2018-07-01,NA,"[18.60914,-33.94484]",18.60914,-33.9448,NA,"Amandel Road, Belhar, Cape Town",Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,NCr65d6EojF,Bellville Long-Distance Taxi Rank Non-Medical Site,2005-04-01,NA,NA,NA,NA,NA,NA,Not-for-profit,Urban,Specialised Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,rL07UOZzNSd,Bellville Medical Centre,2010-04-01,2014-12-31,"[18.63124,-33.90197]",18.63124,-33.9019,NA,NA,Private,Urban,WC Medical Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,F1rIhPDOlhn,Bellville Medic Hospital,1999-01-01,2013-02-28,"[18.62955,-33.90251]",18.62955,-33.9025,NA,NA,Private,Urban,Private Hospital,WC
Western Cape,Cape Town,CT Tygerberg SD,t7xwQq9bqSS,Bellville Reproductive Health Centre,2002-04-01,NA,"[18.644,-33.915]",18.644,-33.915,NA,NA,Gov Municipality,Urban,WC Reproductive Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,fwI7DdMllMY,Bellville South CDC,2005-07-01,NA,"[18.64389,-33.91522]",18.64389,-33.9152,NA,"Kasselsvlei Road, Bellville South",Gov Province,Urban,Community Day Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,i28A3ApeW8W,Bellville South CHC/Clinic,1994-01-01,2005-06-30,"[18.64389,-33.91522]",18.64389,-33.9152,NA,NA,Gov Province,Urban,WC Community Health Centre / Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,bBeZ7fKsJP8,Bishop Lavis CDC,1994-01-01,NA,"[18.58164,-33.94907]",18.58164,-33.949,NA,"Lavis Drive, Bishop Lavis",Gov Province,Urban,Community Day Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,HAlYfbXQcQI,Bishop Lavis Clinic,1994-01-01,2015-01-31,"[18.58056,-33.94833]",18.58056,-33.9483,NA,"Louis Drive, Bishop Lavis",Gov Municipality,Urban,Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,LanSQdIMycr,Bishop Lavis MOU,1994-01-01,2012-03-31,"[18.58164,-33.94907]",18.58164,-33.949,NA,NA,Gov Province,Urban,WC Midwife Obstetrics Unit,WC
Western Cape,Cape Town,CT Tygerberg SD,LJS1BfspIrE,Bishop Lavis Oral Health Service,2005-01-01,2013-03-31,"[18.58164,-33.94907]",18.58164,-33.949,NA,NA,Gov Province,Urban,Specialised Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,jVKkYvVCQpV,Bonteheuwel Pharmacy,2018-07-01,NA,"[18.54629,-33.95381]",18.54629,-33.9538,NA,"488 Bonteheuwel Avenue, Bonteheuwel, Cape Town",Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,anw04A7JTcf,Cape Eye Hospital,1994-01-01,NA,"[18.60901,-33.899602]",18.60901,-33.8996,NA,Oosterzee Street,Private,Urban,Private Hospital,WC
Western Cape,Cape Town,CT Tygerberg SD,OVR5Qse5uCG,Cape Peninsula University of Technology Non-Medical Site,1994-01-01,NA,"[18.64227,-33.93279]",18.64227,-33.9327,NA,NA,Gov Other,Urban,Specialised Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,MnrEpdYI7uC,Cape Town Airport EHP,2018-11-01,NA,NA,NA,NA,NA,NA,Gov National,Urban,Environmental Health Service,WC
Western Cape,Cape Town,CT Tygerberg SD,R9KZLPPrGap,Cape Town Eastern Environmental Health Service,2005-08-01,2009-12-31,NA,NA,NA,NA,NA,Gov Municipality,Urban,Environmental Health Service,WC
Western Cape,Cape Town,CT Tygerberg SD,AfiD9ir8YEF,Cape Town International Port Health,1994-01-01,NA,"[18.596829,-33.967935]",18.596829,-33.9679,NA,NA,Gov Province,Urban,EHS Port Health Service,WC
Western Cape,Cape Town,CT Tygerberg SD,IlZfZE7oUS5,Care Now Medical and Dental Centre Parow,2010-07-01,2014-12-31,"[18.596979,-33.904659]",18.596979,-33.9046,NA,NA,Private,Urban,WC Medical Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,UrL2YSaiKp0,Centre of Hope (Tygerberg) Non-Medical Site,2007-01-01,NA,NA,NA,NA,NA,NA,Not-for-profit,Urban,Specialised Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,UUis0fj8a77,Chestnut Satellite Clinic,1994-01-01,NA,"[18.62064,-33.94887]",18.62064,-33.9488,NA,"Chestnut Way, Belhar",Gov Municipality,Urban,Satellite Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,LAErRHb8xKT,City Employee Wellness Programme (Tygerberg) Health Post,2018-04-01,NA,NA,NA,NA,Kulsum Cornelius,"17 Hertzog Boulevard, Cape Town, 8001",Gov Municipality,Urban,Health Post,WC
Western Cape,Cape Town,CT Tygerberg SD,qLplSoeuXLv,City Kem Pharmacy,2018-01-01,NA,"[18.63066,-33.90082]",18.63066,-33.9008,NA,"161B Voortrekker Road, Bellville, Cape Town",Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,vbElyxX4ruy,City of Cape Town District Office,2016-01-01,NA,NA,NA,NA,NA,NA,Gov Province,Urban,Health District Office,WC
Western Cape,Cape Town,CT Tygerberg SD,hxzmrsVKAtP,City of Cape Town Metropolitan EHP,2018-11-01,NA,NA,NA,NA,NDoH Communication Officer,"Private Bag X828, Pretoria, 0001. Civitas Building Cnr Thabo Sehume and Struben Streets",Gov National,Urban,Environmental Health Service,WC
Western Cape,Cape Town,CT Tygerberg SD,MHTlInRj1y1,Clicks Bellville Pharmacy,2014-01-01,NA,"[18.6292,-33.9013]",18.6292,-33.9013,NA,NA,Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,ISWOTNl4fTg,Clicks Elsies River Pharmacy,2014-01-01,NA,"[18.581362,-33.934025]",18.581362,-33.934,NA,NA,Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,BqLTUx2Y8cU,Clicks N1 City Pharmacy,2013-04-01,NA,"[18.5592,-33.8921]",18.5592,-33.8921,NA,NA,Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,Yopc9b3ROoq,Clicks Parow Centre Pharmacy,2016-01-01,NA,"[18.6006,-33.9056]",18.6006,-33.9056,NA,NA,Private,Urban,WC Pharmacy/Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,daipdfSq2Ky,Clicks Sanbel Pharmacy,2014-01-01,NA,"[18.64096,-33.90188]",18.64096,-33.9018,NA,NA,Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,j4Pn5mCxHPq,Clinic on Main,2013-04-01,NA,NA,NA,NA,NA,NA,Private,Urban,Private Facility,WC
Western Cape,Cape Town,CT Tygerberg SD,SO5Li9zP65s,Clothing Industry Health Care Fund Delft Occupational Health Centre,2018-07-01,NA,NA,NA,NA,Daphne De Jager,1 Remhoogte Voorbrug Delft,Not-for-profit,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,cY6WP8b2TFx,Clothing Industry Health Care Fund Elsies River Occupational Health Centre,2018-05-01,NA,NA,NA,NA,Dr Alison Thorburn,28 Oasis Street Elsies River,Not-for-profit,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,omXad5Gzhf5,CMD Tygerberg Primary Condom Distribution Site,2017-04-01,NA,NA,NA,NA,Samantha Brinkmann,"WC Dept of Health, 18th Floor, 4 Dorp Street, CBD, Cape Town 8001",Gov Province,Urban,Stock Distribution Point,WC
Western Cape,Cape Town,CT Tygerberg SD,Fg9vhtbQh8L,Coca-Cola Peninsula Beverages Occupational Health Centre,2018-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,yueuOREKKHx,DAP Bristow Inc Clinic,2002-01-01,2013-08-31,NA,NA,NA,NA,NA,Private,Urban,Private Facility,WC
Western Cape,Cape Town,CT Tygerberg SD,aiuH6InIIXH,Delft CHC,2003-09-01,NA,"[18.64577,-33.96423]",18.64577,-33.9642,NA,Main Road,Gov Province,Urban,Community Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,fi7UxSa1gL6,Delft CHC (After hours),2000-01-01,2012-07-31,"[18.64577,-33.96423]",18.64577,-33.9642,NA,NA,Gov Province,Urban,WC Community Health Centre (After hours),WC
Western Cape,Cape Town,CT Tygerberg SD,Nxn6qxIpjCg,Delft CHC/Clinic,1994-01-01,2003-08-31,"[18.64577,-33.96423]",18.64577,-33.9642,NA,NA,Gov Province,Urban,WC Community Health Centre / Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,qz3jQPY4Uy0,Delft Oral Health Service,2005-01-01,2013-03-31,"[18.64577,-33.96423]",18.64577,-33.9642,NA,NA,Gov Province,Urban,Specialised Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,JydJpO3SUNW,Delft South Clinic,2003-09-01,NA,"[18.633564,-33.991769]",18.633564,-33.9917,NA,"Cnr Main and Voorbrug Roads, Delft South, Cape Town, 7100",Gov Municipality,Urban,Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,S9F5AKzGgx2,Delft South PopART Non-Medical Site,2014-01-01,2018-06-30,NA,NA,NA,NA,NA,Not-for-profit,Urban,Specialised Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,EDvIPDcVBr0,Deli Spices Occupational Health Centre,2013-04-01,NA,"[18.547625,-33.932223]",18.547625,-33.9322,NA,NA,Not-for-profit,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,Wfdn0iC8y3L,Desmond Tutu HIV Foundation Tygerberg Non-Medical Site,2011-01-01,2013-03-31,NA,NA,NA,NA,NA,Not-for-profit,Urban,Specialised Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,dYxew8NVwyu,Dirkie Uys CHC/Clinic,1994-01-01,2003-08-31,"[18.55041,-33.91064]",18.55041,-33.9106,NA,NA,Gov Province,Urban,WC Community Health Centre / Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,GEDxzb5e5Cy,Dirkie Uys Clinic,2003-09-01,NA,"[18.55041,-33.91064]",18.55041,-33.9106,NA,"Cnr Dingle and Church Street, Goodwood Estate, Cape Town, 7460",Gov Municipality,Urban,Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,yWGaUUe3CzT,Dirkie Uys Oral Health Service,2005-01-01,2013-03-31,"[18.55041,-33.91064]",18.55041,-33.9106,NA,NA,Gov Province,Urban,Specialised Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,B4vyP1M1QqY,Distell Green Park Occupational Health Centre,2013-04-01,2019-08-31,NA,NA,NA,NA,NA,Not-for-profit,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,VTC8HSjO6Gf,Dr Delano Rhode General Practitioner,2013-04-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,WC
Western Cape,Cape Town,CT Tygerberg SD,gv8syMy0pIw,Dr DH Bagwandeen and Associates General Practitioners,2013-04-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,WC
Western Cape,Cape Town,CT Tygerberg SD,RWohl60ufZV,Dr E Omar General Pactitioner,2018-05-01,NA,NA,NA,NA,Dr Egsaan Omar,"23 Chesnut Way, Belhar, 7493",Private,Urban,General Practitioner,WC
Western Cape,Cape Town,CT Tygerberg SD,qgtss2oE8lX,DSV Healthcare CDU,2018-01-01,NA,NA,NA,NA,Jacques Botha,6 Koets Street Tygerberg Business Park Parow Industria Cape Town South Africa,Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,ML81MGwJg1w,Durbell Blomtuin Pharmacy,2018-07-01,NA,"[18.649011,-33.884849]",18.649011,-33.8848,NA,"Suikerbossie Street, Blomtuin Centre, Bellville, Cape Town",Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,G3jmos8A1G4,Durbell Sanlam Head Office Pharmacy,2018-07-01,NA,"[18.64466,-33.90298]",18.64466,-33.9029,NA,"Sanlam Head Office, 4 Strand Road, Bellville, Cape Town",Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,M3AaKkW5gvY,Elsies River CHC,1994-01-01,NA,"[18.57709,-33.93167]",18.57709,-33.9316,NA,NA,Gov Province,Urban,Community Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,puxZJXjeRkC,Elsies River CHC (After hours),1994-01-01,2013-03-31,"[18.57709,-33.93167]",18.57709,-33.9316,NA,NA,Gov Province,Urban,WC Community Health Centre (After hours),WC
Western Cape,Cape Town,CT Tygerberg SD,MzP3y4HVu2G,Elsies River Clinic,1994-01-01,NA,"[18.57517,-33.92977]",18.57517,-33.9297,NA,26th Ave Elsies River,Gov Municipality,Urban,Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,nUZJXofTo66,Elsies River MOU,1994-01-01,2012-03-31,"[18.57709,-33.93167]",18.57709,-33.9316,NA,NA,Gov Province,Urban,WC Midwife Obstetrics Unit,WC
Western Cape,Cape Town,CT Tygerberg SD,UuZAPAfyVWy,Elsies River Oral Health Service,2005-01-01,2012-03-31,"[18.57709,-33.93167]",18.57709,-33.9316,NA,NA,Gov Province,Urban,Specialised Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,m9Jf6YFhmTy,Environ Skin Care Occupational Health Centre,2016-01-01,NA,NA,NA,NA,NA,NA,Not-for-profit,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,bf7F6kpTcS5,Faulls Pharmacy,2002-11-01,2013-08-31,"[18.58535,-33.90602]",18.58535,-33.906,NA,"169 Voortrekker Road, Parow, Cape Town",Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,bpX0tuUm0dQ,Fine Chemicals Corporation Occupational Health Centre,2013-04-01,NA,NA,NA,NA,NA,NA,Not-for-profit,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,WwFwMIpYpBc,Foschini (Lefic 2) Occupational Health Centre,2013-04-01,NA,"[19.12,-33.91]",19.12,-33.91,NA,NA,Not-for-profit,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,b2RBMr5GlOW,Golden Arrow Bus Services (Pty) Ltd Occupational Health Centre,2017-06-01,NA,NA,NA,NA,Avril Faro,"Palotti Road, Montana, 7490",Private,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,OKo9CLofcYd,Goodwood CDC,2003-09-01,NA,"[18.55041,-33.91064]",18.55041,-33.9106,NA,"Dingle Road, Vasco Estate, Cape Town, 7460",Gov Province,Urban,Community Day Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,BtK8yI2lfFJ,Groenvallei Satellite Clinic,1994-01-01,2016-06-30,"[18.66913,-33.89116]",18.66913,-33.8911,NA,Midmar Street,Gov Municipality,Urban,Satellite Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,PRRSKqVrDkN,Helping Hands Stellenberg Clinic,2005-01-01,2013-12-31,NA,NA,NA,NA,NA,Private,Urban,Private Facility,WC
Western Cape,Cape Town,CT Tygerberg SD,h7kbENYlrAy,HS Singer (Pharmacy City) Pharmacy,2009-11-01,NA,"[18.533785,-33.899356]",18.533785,-33.8993,NA,NA,Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,F9ukfWK6sJq,Indigo Brands Occupational Health Centre,2013-04-01,2015-01-31,"[18.538599,-33.934611]",18.538599,-33.9346,NA,NA,Not-for-profit,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,Pg5caQXqpH0,Jhpiego (Tygerberg) Non-Medical Site,2018-07-01,NA,NA,NA,NA,Zolani Barnes,"Unit 18 Watcor park Junestreet Parow, 7500",Not-for-profit,Urban,Specialised Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,tLMW2PoSgSz,Kansai Plascon Occupational Health Centre,2013-04-01,NA,NA,NA,NA,NA,NA,Not-for-profit,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,HFLYbDVE9BT,Karl Bremer Hospital,1994-01-01,NA,"[18.610085,-33.892657]",18.610085,-33.8926,NA,"Frans Conradie Drive, Bellville West, Cape Town",Gov Province,Urban,District Hospital,WC
Western Cape,Cape Town,CT Tygerberg SD,DMgb6UL9fS2,Karl Bremer Hospital (Private Ward 5A),2002-05-01,NA,"[18.60966,-33.89482]",18.60966,-33.8948,NA,NA,Province Aided,Urban,Private Ward,WC
Western Cape,Cape Town,CT Tygerberg SD,v3KhwLggmA1,Karl Bremer Rehabilitation Centre,1994-01-01,2013-03-31,"[18.60966,-33.89482]",18.60966,-33.8948,NA,NA,Gov Province,Urban,WC Rehabilitation Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,nPKPCLEqiij,Kassbell Pharmacy,2018-07-01,NA,"[18.6334,-33.914355]",18.6334,-33.9143,NA,"1A Kasselvlei Road, Bellville South, Cape Town",Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,bp0ISXJvqS3,Kasselsvlei Clinic,2005-07-01,NA,"[18.64389,-33.91522]",18.64389,-33.9152,NA,NA,Gov Municipality,Urban,Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,WVy7kLIjFDc,Kids Medi Care Clinic,2007-09-01,NA,NA,NA,NA,NA,NA,Private,Urban,Private Facility,WC
Western Cape,Cape Town,CT Tygerberg SD,UT1Rk3hRvDH,Kimberly Clarke Pharmacy,2014-09-01,NA,NA,NA,NA,NA,NA,Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,JJ9f1LxKePo,Kruskal Avenue Clinic,1994-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,Private Facility,WC
Western Cape,Cape Town,CT Tygerberg SD,RERQLwK9Li3,Lancet Louis Leipoldt Laboratory,2018-01-01,NA,"[18.612936,-33.901]",18.612936,-33.901,NA,"7C On Solway, Bellville",Private,Urban,Laboratory,WC
Western Cape,Cape Town,CT Tygerberg SD,K4eoMXZsaPJ,Leonsdale Satellite Clinic,1994-01-01,NA,"[18.57547,-33.91934]",18.57547,-33.9193,NA,12th Avenue,Gov Municipality,Urban,Satellite Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,SkM5HBrpIxz,Libertas Clinic Hospital,1994-01-01,NA,"[18.5418,-33.91211]",18.5418,-33.9121,NA,NA,Private,Urban,Private Hospital,WC
Western Cape,Cape Town,CT Tygerberg SD,VNCC311TdUq,Life Choices Tygerberg Non-Medical Site,2011-04-01,NA,NA,NA,NA,NA,NA,Not-for-profit,Urban,Specialised Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,wC5e4tjJBMp,Lifeline Tygerberg Non-Medical Site,2010-04-01,2013-03-31,"[18.58164,-33.94907]",18.58164,-33.949,NA,NA,Not-for-profit,Urban,Specialised Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,sf7PvtSVWjP,Lithotech Manufacturing Cape Occupational Health Centre,2013-04-01,NA,NA,NA,NA,NA,NA,Not-for-profit,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,i8r6ury9kbQ,LOH (Afrox Gases) Occupational Health Centre,2014-01-01,2018-02-28,NA,NA,NA,NA,NA,Not-for-profit,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,YxLst36ntyi,LOH Airchefs (Tygerberg) Occupational Health Centre,2015-01-01,2019-12-31,NA,NA,NA,NA,NA,Not-for-profit,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,qkUq7jGX9St,LOH (Regional Office) Occupational Health Centre,2014-01-01,2018-02-28,NA,NA,NA,NA,NA,Not-for-profit,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,TfLtvSqxHtG,LOH (Tiger Brands) Occupational Health Centre,2014-01-01,2015-08-31,NA,NA,NA,NA,NA,Not-for-profit,Urban,WC Occupational Health Centre,WC
Western Cape,Cape Town,CT Tygerberg SD,dWWqjWxYl9A,Marie Stopes Bellville Clinic,2014-04-01,2018-04-30,NA,NA,NA,NA,NA,Not-for-profit,Urban,Private Facility,WC
Western Cape,Cape Town,CT Tygerberg SD,JYnnpbalt6i,Matroosfontein Satellite Clinic,1994-01-01,2013-03-31,"[18.5724,-33.93814]",18.5724,-33.9381,NA,NA,Gov Municipality,Urban,Satellite Clinic,WC
Western Cape,Cape Town,CT Tygerberg SD,tb4vVRtDwla,Mediclinic Louis Leipoldt Hospital,1999-01-01,NA,"[18.612936,-33.901]",18.612936,-33.901,NA,Broadway Road,Private,Urban,Private Hospital,WC
Western Cape,Cape Town,CT Tygerberg SD,ZU3aqChfqjo,Medicross Bellville Clinic,2014-10-01,NA,"[18.63567,-33.897305]",18.63567,-33.8973,NA,21 Van der Stel Street,Private,Urban,Private Facility,WC
Western Cape,Cape Town,CT Tygerberg SD,eq8jv83t50c,Medicross N1 City Clinic,2014-10-01,NA,"[18.612926,-33.901523]",18.612926,-33.9015,NA,"Room 330, Louis Leipoldt Medical Centre, Broadway Street, Bellville, Cape Town, 7530",Private,Urban,Private Facility,WC
Western Cape,Cape Town,CT Tygerberg SD,Rj5Asw095tK,Medicross Parow Clinic,2002-11-01,2016-03-31,"[18.588089,-33.905298]",18.588089,-33.9052,NA,8 McIntyre Road,Private,Urban,Private Facility,WC
Western Cape,Cape Town,CT Tygerberg SD,tcZBrCAB8mn,Medipost Cape Town Pharmacy,2017-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,jCJMMXlCiRg,Medipost Chronic Dispensing Unit,2018-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,qAFSVSfVake,Melomed Bellville Hospital,2013-04-01,NA,"[18.623831,-33.901815]",18.623831,-33.9018,NA,NA,Private,Urban,Private Hospital,WC
Western Cape,Cape Town,CT Tygerberg SD,SfnRki9yZLC,Men's Clinic International Bellville,2016-04-01,NA,NA,NA,NA,NA,NA,Private,Urban,Private Facility,WC
Western Cape,Cape Town,CT Tygerberg SD,Eq9F0xyT7r2,Men's Health Private Clinic,2012-06-01,NA,NA,NA,NA,NA,NA,Private,Urban,Private Facility,WC
Western Cape,Cape Town,CT Tygerberg SD,Zh2rRyXDo70,Metro Dental (Tygerberg) Mobile 1,2018-07-01,NA,NA,NA,NA,Bhawesh Sukha,"Cnr Frans Conradie and Mike Piennaar Roads, Bellville, 7530",Gov Province,Urban,Mobile Service,WC
Western Cape,Cape Town,CT Tygerberg SD,jPLhzSUwLd0,Metro Dental (Tygerberg) Mobile 5,2018-07-01,NA,NA,NA,NA,Bhawesh Sukha,"Cnr Frans Conradie and Mike Piennaar Roads, Bellville, 7530",Gov Province,Urban,Mobile Service,WC
Western Cape,Cape Town,CT Tygerberg SD,LuPRG6FYeqL,Mini-Kem Bellville Pharmacy,2005-10-01,2014-04-30,"[18.63235,-33.9015]",18.63235,-33.9015,NA,"187 Voortrekker Road, Bellville, Cape Town",Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,hcQeiL90IoL,M-Kem Medicine City Pharmacy,2014-04-01,NA,"[18.628975,-33.896701]",18.628975,-33.8967,NA,"Durban Road, Oakdale Centre, Brackenfell, Cape Town",Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,y9a7z7vhkg3,Monument Pharmacy,2018-07-01,NA,"[18.54883,-33.91207]",18.54883,-33.912,NA,"75 Voortrekker Road, Goodwood, Cape Town",Private,Urban,Pharmacy,WC
Western Cape,Cape Town,CT Tygerberg SD,cXd820Co7lJ,Mosskem Pharmacy,2013-10-01,NA,"[22.109824,-34.124443]",22.109824,-34.1244,NA,"Kompanje Avenue, Spar Shopping Centre, Hartenbos, Mossel Bay",Private,Urban,Pharmacy,WC
